image,attempt,bounds,check,fired,severity,values
28.webp,1,"[74, 427, 129, 563]",text_fit,False,none,"{'box_width': 55, 'box_height': 136, 'chosen_font_size': 10, 'ceiling_font_size': 55, 'line_count': 1, 'lines': ['…yeah…'], 'max_line_width': 35, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.47, 'hard_wrapped_single_word': False}"
28.webp,1,"[74, 427, 129, 563]",translation_sanity,False,none,"{'source_text': '…是的…', 'translation': '…yeah…', 'source_len': 4, 'translation_len': 6, 'ratio': 1.5}"
28.webp,1,"[74, 427, 129, 563]",detection_plausibility,False,none,"{'box_width': 55, 'box_height': 136, 'source_len': 4, 'confidence': None, 'chars_per_100px_height': 2.94}"
28.webp,1,"[64, 1351, 146, 1522]",text_fit,False,none,"{'box_width': 82, 'box_height': 171, 'chosen_font_size': 10, 'ceiling_font_size': 82, 'line_count': 2, 'lines': ['Hurry up, you', 'masochistic bitch!'], 'max_line_width': 82, 'total_text_height': 20, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.09, 'hard_wrapped_single_word': False}"
28.webp,1,"[64, 1351, 146, 1522]",translation_sanity,False,none,"{'source_text': '快点做，受虐狂贱女人！', 'translation': 'Hurry up, you masochistic bitch!', 'source_len': 11, 'translation_len': 32, 'ratio': 2.91}"
28.webp,1,"[64, 1351, 146, 1522]",detection_plausibility,False,none,"{'box_width': 82, 'box_height': 171, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 6.43}"
28.webp,1,"[53, 15, 203, 271]",text_fit,False,none,"{'box_width': 150, 'box_height': 256, 'chosen_font_size': 10, 'ceiling_font_size': 150, 'line_count': 4, 'lines': ['She knelt and begged us', 'high‑schoolers, “Please bully', 'me!” So we took her as a slave,', 'right?'], 'max_line_width': 136, 'total_text_height': 45, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.71, 'hard_wrapped_single_word': False}"
28.webp,1,"[53, 15, 203, 271]",translation_sanity,False,none,"{'source_text': '她跪下来求我们高中生说「请欺负我吧～」所以我们就收她当奴隶了，对吧？', 'translation': 'She knelt and begged us high‑schoolers, “Please bully me!” So we took her as a slave, right?', 'source_len': 34, 'translation_len': 92, 'ratio': 2.71}"
28.webp,1,"[53, 15, 203, 271]",detection_plausibility,False,none,"{'box_width': 150, 'box_height': 256, 'source_len': 34, 'confidence': None, 'chars_per_100px_height': 13.28}"
29.webp,1,"[1169, 1183, 1250, 1315]",text_fit,False,none,"{'box_width': 81, 'box_height': 132, 'chosen_font_size': 10, 'ceiling_font_size': 81, 'line_count': 3, 'lines': [""Don't look… don't"", 'look down on', 'me…'], 'max_line_width': 74, 'total_text_height': 26, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.63, 'hard_wrapped_single_word': False}"
29.webp,1,"[1169, 1183, 1250, 1315]",translation_sanity,False,none,"{'source_text': '别看…别嫌弃我…', 'translation': ""Don't look… don't look down on me…"", 'source_len': 8, 'translation_len': 34, 'ratio': 4.25}"
29.webp,1,"[1169, 1183, 1250, 1315]",detection_plausibility,False,none,"{'box_width': 81, 'box_height': 132, 'source_len': 8, 'confidence': None, 'chars_per_100px_height': 6.06}"
29.webp,1,"[925, 1175, 1012, 1370]",text_fit,False,none,"{'box_width': 87, 'box_height': 195, 'chosen_font_size': 10, 'ceiling_font_size': 87, 'line_count': 1, 'lines': ['Waaah!! I give up~'], 'max_line_width': 86, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.24, 'hard_wrapped_single_word': False}"
29.webp,1,"[925, 1175, 1012, 1370]",translation_sanity,False,none,"{'source_text': '呜咿咿!!我认输了～～', 'translation': 'Waaah!! I give up~', 'source_len': 11, 'translation_len': 18, 'ratio': 1.64}"
29.webp,1,"[925, 1175, 1012, 1370]",detection_plausibility,False,none,"{'box_width': 87, 'box_height': 195, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 5.64}"
29.webp,1,"[919, 32, 1003, 283]",text_fit,False,none,"{'box_width': 84, 'box_height': 251, 'chosen_font_size': 10, 'ceiling_font_size': 84, 'line_count': 2, 'lines': ['WAAAAH! Please', ""don't kill me!""], 'max_line_width': 77, 'total_text_height': 18, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.99, 'hard_wrapped_single_word': False}"
29.webp,1,"[919, 32, 1003, 283]",translation_sanity,False,none,"{'source_text': '呜哇啊啊～～～！～～!饶命饶命啊', 'translation': ""WAAAAH! Please don't kill me!"", 'source_len': 16, 'translation_len': 29, 'ratio': 1.81}"
29.webp,1,"[919, 32, 1003, 283]",detection_plausibility,False,none,"{'box_width': 84, 'box_height': 251, 'source_len': 16, 'confidence': None, 'chars_per_100px_height': 6.37}"
29.webp,1,"[738, 614, 898, 933]",text_fit,False,none,"{'box_width': 160, 'box_height': 319, 'chosen_font_size': 10, 'ceiling_font_size': 160, 'line_count': 1, 'lines': ['Huh? Wiggle!'], 'max_line_width': 65, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.99, 'hard_wrapped_single_word': False}"
29.webp,1,"[738, 614, 898, 933]",translation_sanity,False,none,"{'source_text': '么プル', 'translation': 'Huh? Wiggle!', 'source_len': 3, 'translation_len': 12, 'ratio': 4.0}"
29.webp,1,"[738, 614, 898, 933]",detection_plausibility,False,none,"{'box_width': 160, 'box_height': 319, 'source_len': 3, 'confidence': None, 'chars_per_100px_height': 0.94}"
29.webp,1,"[733, 1, 840, 114]",text_fit,False,none,"{'box_width': 107, 'box_height': 113, 'chosen_font_size': 10, 'ceiling_font_size': 107, 'line_count': 1, 'lines': ['Chuan!'], 'max_line_width': 36, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.06, 'hard_wrapped_single_word': False}"
29.webp,1,"[733, 1, 840, 114]",translation_sanity,False,none,"{'source_text': '川公', 'translation': 'Chuan!', 'source_len': 2, 'translation_len': 6, 'ratio': 3.0}"
29.webp,1,"[733, 1, 840, 114]",detection_plausibility,False,none,"{'box_width': 107, 'box_height': 113, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.77}"
29.webp,1,"[723, 309, 813, 386]",text_fit,False,none,"{'box_width': 90, 'box_height': 77, 'chosen_font_size': 10, 'ceiling_font_size': 77, 'line_count': 1, 'lines': ['Three'], 'max_line_width': 29, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 0.86, 'hard_wrapped_single_word': False}"
29.webp,1,"[723, 309, 813, 386]",translation_sanity,False,none,"{'source_text': '三', 'translation': 'Three', 'source_len': 1, 'translation_len': 5, 'ratio': 5.0}"
29.webp,1,"[723, 309, 813, 386]",detection_plausibility,False,none,"{'box_width': 90, 'box_height': 77, 'source_len': 1, 'confidence': None, 'chars_per_100px_height': 1.3}"
29.webp,1,"[647, 1224, 798, 1482]",text_fit,False,none,"{'box_width': 151, 'box_height': 258, 'chosen_font_size': 10, 'ceiling_font_size': 151, 'line_count': 1, 'lines': ['No no… Actually I…'], 'max_line_width': 83, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.71, 'hard_wrapped_single_word': False}"
29.webp,1,"[647, 1224, 798, 1482]",translation_sanity,False,none,"{'source_text': 'M不对不对…我其实是…', 'translation': 'No no… Actually I…', 'source_len': 11, 'translation_len': 18, 'ratio': 1.64}"
29.webp,1,"[647, 1224, 798, 1482]",detection_plausibility,False,none,"{'box_width': 151, 'box_height': 258, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 4.26}"
29.webp,1,"[503, 1200, 581, 1371]",text_fit,False,none,"{'box_width': 78, 'box_height': 171, 'chosen_font_size': 10, 'ceiling_font_size': 78, 'line_count': 3, 'lines': ['An intelligent,', 'cool-headed', ""'capable woman'""], 'max_line_width': 74, 'total_text_height': 32, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.19, 'hard_wrapped_single_word': False}"
29.webp,1,"[503, 1200, 581, 1371]",translation_sanity,False,none,"{'source_text': '知性冷静的「能干女人…', 'translation': ""An intelligent, cool-headed 'capable woman'"", 'source_len': 11, 'translation_len': 43, 'ratio': 3.91}"
29.webp,1,"[503, 1200, 581, 1371]",detection_plausibility,False,none,"{'box_width': 78, 'box_height': 171, 'source_len': 11, 'confidence': None, 'chars_per_100px_height': 6.43}"
29.webp,1,"[320, 488, 468, 680]",text_fit,False,none,"{'box_width': 148, 'box_height': 192, 'chosen_font_size': 10, 'ceiling_font_size': 148, 'line_count': 1, 'lines': ['Nngh!'], 'max_line_width': 31, 'total_text_height': 10, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 1.3, 'hard_wrapped_single_word': False}"
29.webp,1,"[320, 488, 468, 680]",translation_sanity,False,none,"{'source_text': 'くい', 'translation': 'Nngh!', 'source_len': 2, 'translation_len': 5, 'ratio': 2.5}"
29.webp,1,"[320, 488, 468, 680]",detection_plausibility,False,none,"{'box_width': 148, 'box_height': 192, 'source_len': 2, 'confidence': None, 'chars_per_100px_height': 1.04}"
29.webp,1,"[83, 60, 167, 387]",text_fit,False,none,"{'box_width': 84, 'box_height': 327, 'chosen_font_size': 10, 'ceiling_font_size': 84, 'line_count': 2, 'lines': ['Please, just let me', 'go! Spare my life!!'], 'max_line_width': 82, 'total_text_height': 23, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 3.89, 'hard_wrapped_single_word': False}"
29.webp,1,"[83, 60, 167, 387]",translation_sanity,False,none,"{'source_text': '~～！求求你们放过我吧！饶我一命吧啊啊～～！！', 'translation': 'Please, just let me go! Spare my life!!', 'source_len': 23, 'translation_len': 39, 'ratio': 1.7}"
29.webp,1,"[83, 60, 167, 387]",detection_plausibility,False,none,"{'box_width': 84, 'box_height': 327, 'source_len': 23, 'confidence': None, 'chars_per_100px_height': 7.03}"
29.webp,1,"[43, 745, 126, 979]",text_fit,False,none,"{'box_width': 83, 'box_height': 234, 'chosen_font_size': 10, 'ceiling_font_size': 83, 'line_count': 1, 'lines': ['Waaah! Eee!'], 'max_line_width': 58, 'total_text_height': 8, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.82, 'hard_wrapped_single_word': False}"
29.webp,1,"[43, 745, 126, 979]",translation_sanity,False,none,"{'source_text': '呜哇啊啊啊～～!！咿呀啊啊', 'translation': 'Waaah! Eee!', 'source_len': 13, 'translation_len': 11, 'ratio': 0.85}"
29.webp,1,"[43, 745, 126, 979]",detection_plausibility,False,none,"{'box_width': 83, 'box_height': 234, 'source_len': 13, 'confidence': None, 'chars_per_100px_height': 5.56}"
29.webp,1,"[36, 1218, 116, 1445]",text_fit,False,none,"{'box_width': 80, 'box_height': 227, 'chosen_font_size': 10, 'ceiling_font_size': 80, 'line_count': 4, 'lines': ['I keep my', 'distance, so', 'everyone looks at', 'me funny.'], 'max_line_width': 79, 'total_text_height': 46, 'width_overflow_px': 0, 'height_overflow_px': 0, 'box_aspect_h_over_w': 2.84, 'hard_wrapped_single_word': False}"
29.webp,1,"[36, 1218, 116, 1445]",translation_sanity,False,none,"{'source_text': '总是保持距离，被大家另眼相看…', 'translation': 'I keep my distance, so everyone looks at me funny.', 'source_len': 15, 'translation_len': 50, 'ratio': 3.33}"
29.webp,1,"[36, 1218, 116, 1445]",detection_plausibility,False,none,"{'box_width': 80, 'box_height': 227, 'source_len': 15, 'confidence': None, 'chars_per_100px_height': 6.61}"
